customer_id,region,income,debt,loan_amount,loan_purpose,township_flag,load_shedding_hours,transaction_frequency,support_tickets,days_since_last_contact,churned
CUST_009031,Johburg,,,,car,1,8,12,1,15,1
CUST_007147,Durban,38975.74621092733,22561.58290646643,37744.053151001084,home_improvement,0,3,7,0,3,0
CUST_013665,CPT,8407.09042295301,898.6641583588153,6507.842024193751,business,0,4,11,0,130,0
CUST_002448_DUP,JHB,4743.180696816047,3031.5168563367547,3182.1358013821714,education,0,3,4,0,2,0
CUST_000626,Capetown,,,,education,0,2,12,1,33,1
CUST_009208,Durban,"R12,388",8594.445816336782,1386.4199368299358,medical,0,3,15,0,106,1
CUST_011048,Western Cape,11144.019374117912,2007.9078758688113,2231.2354995259384,education,0,6,12,0,83,0
CUST_009913,Gauteng,17556.511974760226,5967.957348273797,13826.846179842181,other,0,1,7,0,6,0
CUST_002226,Capetown,5701.789944723129,1458.3400577591985,4030.2363187722954,business,0,2,4,0,188,0
CUST_001626,Durban,,,,home_improvement,0,4,10,0,76,0
CUST_011727,Johannesburg,8972.304677755212,3709.303327502708,4411.04020885256,debt_consolidation,0,4,6,5,60,1
CUST_014525,Capetown,"R5,908",960.9733644539241,2537.3765311769057,car,0,4,7,2,22,0
CUST_011911,Pretoria,15362.105021170391,2203.507482727835,7545.079750304815,medical,1,3,8,4,6,1
CUST_002779,CPT,8190.135239220123,5428.8746573210565,5416.324976360424,debt consolidation,0,6,11,0,33,0
CUST_005054,JHB,17497.14789503144,13512.498631827635,5456.330135687553,debt_consolidation,0,4,9,1,39,0
CUST_004157,CPT,12846.198694084822,6695.055766405827,3323.0445231741255,home_improvement,0,2,9,0,39,0
CUST_001708,Johburg,,,,car,1,5,16,0,159,0
CUST_001762,Nelson Mandela Bay,,,,home_improvement,1,4,17,0,27,0
CUST_001683,DBN,12033.38005838935,5341.857295599744,7175.8370333411585,education,0,5,8,0,22,0
CUST_014458,Gauteng,"R13,222",4226.75054157498,8377.869281308913,medical,1,9,12,0,25,0
CUST_013884,Johannesburg,,,,home_improvement,1,6,10,0,51,0
CUST_012246,Johannesburg,,,,car_loan,0,3,4,0,61,0
CUST_013984,Johannesburg,3688.30049486636,1308.9474217113066,2620.143371508856,home_improvement,0,4,7,0,113,0
CUST_014983,Pretoria,,,,debt_consolidation,1,4,12,0,28,0
CUST_005429,eThekwini,7991.572918788197,1378.2922946993117,6596.272147554312,debt_consolidation,0,3,7,0,178,0
CUST_003740,CPT,26932.713766763707,12974.078252673668,18129.16738129093,other,0,8,7,0,155,0
CUST_000016,JHB,15134.762643354934,7793.713097165333,6341.246541914772,vehicle,1,3,12,0,15,0
CUST_009760,CPT,,,,home_improve,1,9,11,0,92,0
CUST_005192,eThekwini,2118.0032409543296,458.59295977589784,1467.5678559205462,vehicle,0,3,4,0,13,0
CUST_010275,Pretoria,10673.842124700213,-2387.3446690636783,7304.885729793958,debt_consolidation,0,4,7,0,6,0
CUST_009439,Johannesburg,"R8,220",3646.6046281474514,3153.6351688925306,education,0,3,7,1,92,0
CUST_003168,Johburg,,,,debt_consolidation,0,8,6,0,30,0
CUST_010579,Johburg,3346.766433288499,1320.6023064657002,1868.5575875937966,medical,0,2,6,1,12,0
CUST_009124,Gqeberha,22233.06675044959,11693.778742512253,13522.437898905177,other,0,1,7,0,58,0
CUST_012585,Joburg,"R3,477",1437.0170225989402,1154.6434715380642,home_improvement,0,3,6,1,15,0
CUST_012230,Joburg,19018.59932709898,6428.515328590106,13533.315022040162,home_improvement,1,5,15,0,81,0
CUST_013340,Capetown,6885.362462511078,2174.9275678765143,4740.5423622268645,business,0,2,9,5,174,0
CUST_008680,JHB,4216.674333035287,1904.351047767046,1448.5768382339352,car,0,3,11,3,25,0
CUST_013808,Johburg,2396.851747018376,486.60611615999767,1372.3028785417591,home_improvement,1,5,9,0,19,0
CUST_004541,JHB,9586.60098498696,3399.39751776105,3349.039954357412,car,1,9,8,0,0,0
CUST_003323,Durban,,,,home_improvement,1,7,16,0,29,0
CUST_009082,CPT,10729.666997232609,6321.285208648721,2377.9998025863197,debt_consolidation,0,6,2,0,149,0
CUST_012379,Cape Town,,,,education,1,11,7,0,34,0
CUST_008377,Johburg,2971.7861224727335,1064.7470609073464,2519.9244200849316,home_improvement,0,1,11,0,17,0
CUST_008747,Johburg,11803.83149659733,3859.2263746669623,5877.384281302627,business,0,6,9,2,116,0
CUST_011366,DBN,,,,debt_consolidate,1,9,12,0,16,1
CUST_012642,eThekwini,6595.723287394982,1722.8248090404304,3120.3473735069824,debt_consolidation,0,6,6,1,10,0
CUST_000290,CPT,"R14,555",6005.044888515021,10113.08899519951,car,1,3,11,0,92,0
CUST_005236,Johannesburg,18432.60006802541,9270.730055223226,11111.149295796915,business,0,4,7,0,15,0
CUST_012904_DUP,PE,,,,debt_consolidation,1,7,10,1,176,0
CUST_000514,Nelson Mandela Bay,4802.1299204841725,1525.2867525451152,2074.6332725255825,home_improvement,1,2,10,0,52,0
CUST_007521,CPT,13643.58428090368,9199.245202888878,9811.710943605956,car,0,7,4,0,306,0
CUST_011998,JHB,,,,debt_consolidation,1,9,9,0,125,0
CUST_005090,JHB,"R14,391",4275.078206897217,6247.9391242318725,debt_consolidation,0,2,6,2,5,0
CUST_004831,DBN,10532.349599567207,4233.904602733488,4061.521096361186,car,1,8,14,0,198,0
CUST_013767_DUP,JHB,"R14,877",2066.4729080750385,6126.362108488298,consolidation,0,6,4,0,29,0
CUST_003959,Johburg,,,,medical,0,4,10,0,15,0
CUST_002168,Johburg,"R3,586",1034.36083765208,1477.0361248102201,home_improve,1,7,8,0,2,0
CUST_000778,DBN,11545.372631417398,1290.9721508683554,4891.7938524508645,car,0,2,8,0,124,0
CUST_009564,CPT,24236.213670011763,6856.131599945217,6613.624401196632,debt_consolidation,1,6,5,0,13,0
CUST_010402,Gauteng,,,,car,0,2,10,0,182,0
CUST_007504,Johannesburg,,,,home_improve,1,4,11,3,8,1
CUST_005966,PE,"R58,866",23657.892348261412,43835.47198443773,home_improvement,0,1,12,0,15,0
CUST_014236,Tshwane,56154.18377454764,15611.12724904094,33786.0005586593,debt_consolidation,0,7,6,0,209,0
CUST_002814,Joburg,7210.090573617854,2464.0019856944673,4186.237406413819,debt_consolidation,0,4,3,0,56,0
CUST_012598_DUP,Cape Town,,,,education,1,6,15,2,73,1
CUST_010169,Cape Town,,,,business,1,6,13,1,85,1
CUST_007769,Johannesburg,,,,medical,0,3,5,0,12,1
CUST_006390,Cape Town,13843.865212902647,4316.584842167086,5209.231759379628,business,0,4,11,1,101,0
CUST_008963,CPT,12856.410206028191,4899.709979773764,4692.266222210919,business,0,4,11,0,0,0
CUST_004419,Johannesburg,1951.5618746432708,751.5545491658758,1000.0,business,0,2,4,3,121,0
CUST_014768,Pretoria,24605.587816557167,5376.705449570403,12544.401405669005,business,1,5,9,0,21,0
CUST_011148,Johburg,14510.31135349125,6219.91843124005,7858.915183338708,home_improvement,0,4,3,2,284,0
CUST_012838,Western Cape,7457.168004773902,1225.4195470268585,1722.814081310106,car,0,1,5,1,112,0
CUST_001169,Gauteng,5555.0212456773015,2969.586690724971,2069.112284400816,debt_consolidation,0,3,6,0,54,0
CUST_003165_DUP,Gauteng,6996.674514508083,886.6194446879642,4426.5659381732585,business,0,8,7,0,14,0
CUST_013244_DUP,DBN,20433.28884982405,9344.185491503513,11826.596291041007,home_improvement,0,8,8,0,161,0
CUST_004884,Joburg,3787.792220072751,1031.4317464206981,1581.8708297816854,education,0,3,10,0,300,0
CUST_007397,JHB,"R8,953",-1945.1967218111608,5865.829494201675,business,1,2,9,1,38,0
CUST_007954,Joburg,"R8,352",1502.5901887583154,2819.684182284773,car,0,4,8,0,166,1
CUST_014614,Durban,,,,other,1,7,7,0,380,0
CUST_005172,CPT,13420.004746250292,6040.15026806216,2833.781374712275,car,0,1,9,0,13,0
CUST_010141,Gauteng,7929.664996465253,2921.615399006101,1000.0,home_improvement,0,7,9,1,15,0
CUST_004026,Gqeberha,7508.940007529294,3001.810554220176,1130.9449353006405,other,0,5,9,1,9,0
CUST_006448,Western Cape,16297.428447018485,3082.3447688234,11344.50589732523,home_improvement,0,4,9,0,1,1
CUST_007197,JHB,7547.349931431667,3837.9755136757476,5352.978424537636,other,0,7,8,0,34,0
CUST_009728,Joburg,7811.341326115088,3117.111207161657,4436.365808402315,home_improvement,1,4,13,4,88,0
CUST_004020,Gauteng,,,,business,0,6,13,0,43,0
CUST_010744,Capetown,9767.292787731882,2855.96014086035,7883.7121305545015,other,0,6,9,0,30,0
CUST_012285,Joburg,149600.32453480098,56985.60488658573,95882.2287845695,car,0,6,11,1,18,0
CUST_011947,JHB,4354.062970239119,626.690444773875,1000.0,debt_consolidation,0,5,7,0,47,1
CUST_002970,Capetown,"R24,223",13717.16395128912,19041.445571113065,debt_consolidation,0,2,15,0,180,0
CUST_012006,Pretoria,19350.26662145957,8542.27568751148,2785.1753013815933,medical,0,7,8,0,28,0
CUST_003604,Joburg,8466.818244106507,3075.448866217374,4511.660830670718,debt_consolidation,0,4,12,0,95,0
CUST_000849,Cape Town,,,,car,0,4,7,0,44,0
CUST_004259,CPT,14541.731402981233,3813.098215343107,6544.726909488855,other,0,1,6,0,316,0
CUST_004819_DUP,Nelson Mandela Bay,17757.119198541463,4575.559713034579,11745.158242076504,car,0,2,13,0,60,1
CUST_010584,CPT,,,,other,0,2,7,0,191,1
CUST_002271,Joburg,25492.22315050754,15263.005582907805,7117.905413971162,car,0,5,10,0,171,0
CUST_005874,Gqeberha,19367.18905746302,8752.462155360754,1000.0,car,0,2,9,0,37,0
CUST_009466,Pretoria,,,,car,1,5,11,2,35,0
CUST_011940,Cape Town,,,,education,1,11,16,0,76,1
CUST_002634,Johburg,-13460.469536278952,5301.165239734132,4918.4638282130645,education,0,2,9,0,100,0
CUST_002054,Pretoria,"R42,645",15801.047297184276,26445.92920859102,debt_consolidation,0,4,6,0,63,0
CUST_010624,Tshwane,4800.915950768437,2553.0708621749363,1416.4832491091593,business,0,6,4,0,15,0
CUST_009949,CPT,-15329.499568702511,-5383.640571078655,4326.352714501382,business,0,2,6,2,50,0
CUST_001422,CPT,8280.350057700938,4754.948803835364,4730.980844755109,debt consolidation,0,6,13,0,18,0
CUST_003244,DBN,6983.093942080374,2863.006574805291,4609.192436525229,car,0,4,5,0,88,0
CUST_010676,DBN,8233.143776701352,5026.433693291487,3319.0721982838413,business,1,8,13,0,75,1
CUST_012810,Cape Town,13715.139989337287,8649.281577922644,5584.554130571748,debt_consolidation,0,4,7,0,46,0
CUST_013464,eThekwini,24236.37779024969,7751.716142732987,8488.809933688313,car,0,4,10,5,35,0
CUST_010441,DBN,10641.565803170854,2186.030017257641,5965.424488617116,other,0,6,6,5,26,0
CUST_010669_DUP,eThekwini,15028.018916905947,4734.570307405975,7371.711197274505,other,0,6,4,0,24,0
CUST_006863,Pta,40258.9129722225,9746.63469195447,23559.685781890334,medical,0,7,3,0,43,0
CUST_006865,Cape Town,-5791.644589934034,3124.5706622007747,3674.545124664136,debt_consolidation,0,3,9,0,12,0
CUST_014990,Port Elizabeth,27488.08878039836,12800.830456284688,18056.877851860565,car,0,3,10,0,10,0
CUST_014920,CPT,,,,debt_consolidation,0,2,8,4,112,0
CUST_010488,Pta,24790.732509175254,14235.359681524822,14452.39180886102,home_improvement,0,5,9,0,10,0
CUST_011265,DBN,24565.36864989043,9207.313291606582,10492.657685052623,other,0,3,8,0,4,0
CUST_014857,CPT,1023.5426875419266,304.13872519373126,1000.0,debt_consolidation,0,6,8,0,37,0
CUST_014066,Nelson Mandela Bay,7211.065233027916,1340.654528994294,6225.425969377824,home_improvement,0,4,3,0,188,0
CUST_007881,JHB,,,,debt_consolidation,0,1,8,0,47,0
CUST_013666,PE,14406.066331831134,5635.878813268699,9508.519927830024,other,0,1,9,0,3,0
CUST_007035,Capetown,,,,home_improvement,1,6,9,1,54,0
CUST_000559,DBN,31315.842603173256,15638.07004236928,17751.29994683649,other,1,12,8,0,148,0
CUST_011769,JHB,19400.742865044227,9645.651845730206,6608.751288530133,education,0,5,10,1,153,0
CUST_014938,Port Elizabeth,26397.71203146178,8035.116553112641,8879.364701259983,medical,1,8,10,0,119,0
CUST_011984,Johburg,9557.4320248584,4840.878951460822,3455.883563580081,debt_consolidation,0,4,10,0,7,0
CUST_013889,Joburg,,,,home improvement,1,5,5,0,31,0
CUST_002036,JHB,,,,business,1,7,10,2,75,0
CUST_009545,Gauteng,13248.108375527481,4881.174621282214,2720.1268713923337,debt_consolidation,0,5,9,1,1,0
CUST_007530,Gauteng,,,,education,1,9,9,2,109,1
CUST_005147,Durban,,,,education,1,8,9,0,337,0
CUST_010901,Capetown,6637.387327912245,2444.113367581572,1000.0,other,0,3,6,0,9,0
CUST_010099,Johannesburg,,,,education,0,6,6,0,0,0
CUST_001867,Joburg,10930.554258725868,994.0799880633742,3729.589796272995,other,1,4,10,0,37,0
CUST_005899,Pta,17530.173704761793,4245.945394873536,6375.6587465504945,business,0,7,9,0,11,0
CUST_009191,Pta,"R15,064",1016.1936894865704,8787.96638294172,medical,0,5,6,3,84,0
CUST_002511,Gauteng,22934.732427235293,15283.159502344753,6176.86593572132,home_improvement,0,2,10,1,91,0
CUST_011275,Joburg,18236.012466872187,2107.0888724557144,14063.757213860568,home_improvement,0,3,8,0,3,0
CUST_000410,Joburg,,,,debt_consolidation,0,1,15,2,97,0
CUST_007302,CPT,,,,debt_consolidation,1,7,13,0,25,0
CUST_008998,Pta,13636.222143766448,-3088.8321169695873,5859.088131599246,business,0,6,6,0,19,0
CUST_007738,Johannesburg,9004.211130990992,2642.5855398793788,4428.100469535047,medical,0,1,9,0,84,1
CUST_014060,Pretoria,,,,debt_consolidation,1,8,7,3,141,0
CUST_010377,JHB,,,,car,1,4,9,0,13,0
CUST_013050,Western Cape,17797.877399370354,3374.3015112465214,4269.762702276231,debt_consolidation,1,8,8,0,5,1
CUST_008188,Pta,17153.12850509881,0.0,4537.452412384175,debt_consolidation,0,3,10,2,71,0
CUST_003344,Johburg,,,,other,1,8,14,2,149,0
CUST_008372,CPT,7933.8708804130065,2882.7964366188994,4850.317214749004,business,1,5,14,0,14,0
CUST_008271,Johburg,"R4,864",2662.0612292438423,2011.7223210148059,debt_consolidation,0,4,10,0,15,0
CUST_014528,Capetown,18965.273725147887,1249.791499601631,10183.852686303553,medical,0,8,9,0,5,0
CUST_009605,eThekwini,5091.508512291072,2610.9074249611376,1000.0,debt_consolidation,1,6,5,0,23,0
CUST_001365,Durban,19716.805896105507,10131.19486693694,10586.15582080219,debt_consolidation,0,2,5,3,3,0
CUST_004169,JHB,"R12,901",5648.116228711006,8262.914532965257,other,0,2,6,0,27,0
CUST_002435,Pta,2014.6836439299861,595.8439979549802,1000.0,debt_consolidation,0,5,8,0,5,0
CUST_004776,PE,26984.499913581156,0.0,18174.285478717225,other,0,3,7,0,53,1
CUST_007850,JHB,,,,other,0,4,9,2,25,0
CUST_006009,eThekwini,4117.779306674302,1537.0606554986803,1238.6508255583597,car,0,7,15,0,44,0
CUST_004828,Gauteng,2883.4035542163156,896.3852895326377,2248.147011312119,business,0,4,8,0,56,1
CUST_011797_DUP,Johannesburg,-14264.493131764768,4467.183342380788,9070.339648057945,business,0,9,6,4,130,1
CUST_005542,Durban,24882.700764911096,5895.634307359039,4547.595310605354,car,0,6,7,0,116,0
CUST_005419,Western Cape,9982.957681159183,3264.5355542887405,6940.088001372505,home_improvement,1,7,11,1,30,0
CUST_003525,Gauteng,40001.834894222746,7873.371313165064,23674.226533489862,debt_consolidation,0,0,8,1,138,0
CUST_004617,PE,32544.519787814756,10367.25897772992,22940.14400734181,home_improvement,0,4,9,0,14,0
CUST_002094,Western Cape,1159.5017233067697,585.972865962666,1000.0,debt_consolidation,0,4,6,0,9,0
CUST_013651,Cape Town,"R27,532",17278.362284407773,11617.601304879825,medical,0,6,12,3,30,0
CUST_007555,Durban,,,,education,1,7,8,1,21,1
CUST_000207,JHB,11811.325124231771,4354.714512468918,6802.643068830112,debt_consolidation,1,5,14,0,3,1
CUST_004904,Gauteng,7335.153531470679,3932.9710683095873,1000.0,business,0,6,11,0,18,0
CUST_004180,JHB,10625.191454802898,3099.8387423291756,3183.906508734851,car,0,7,5,0,8,0
CUST_009399,Western Cape,6240.509166792224,1425.9539038473413,2964.453228786887,other,0,4,15,0,113,1
CUST_010810,Capetown,4330.648166512798,1897.8235268497197,1966.4511721444312,other,1,7,11,1,32,0
CUST_008636,Nelson Mandela Bay,14172.145546239832,9282.441951312674,4777.4724326068745,debt_consolidation,0,6,8,0,45,0
CUST_001175,Durban,"R20,193",6378.617175486051,14437.702441909876,car,1,8,14,0,9,0
CUST_006764,Johburg,"R6,481",3223.1369792031696,3221.0889351608525,debt_consolidation,0,5,10,0,142,1
CUST_003672,JHB,9233.174047356302,0.0,2333.2766162709786,debt_consolidation,1,9,7,0,34,1
CUST_014382,Capetown,,,,car,1,8,10,0,80,1
CUST_007782,Joburg,11804.590130893506,4259.248900115568,4614.021147798917,home_improvement,0,4,3,0,98,0
CUST_006937,JHB,25281.03909190432,9009.008422713376,13436.034891994716,debt_consolidation,0,5,5,0,50,1
CUST_012389,Tshwane,,,,car,0,2,9,0,44,0
CUST_007350,Pretoria,10808.593227335483,5515.194492577347,2753.534104809014,debt_consolidation,1,8,10,0,33,0
CUST_001796,Johannesburg,13240.890773278177,6057.9272494011775,7267.190025111668,home_improvement,0,6,10,0,17,0
CUST_002655,DBN,19548.860973187882,1701.5243515281372,7092.992827788347,car,0,5,7,2,10,0
CUST_009390,Western Cape,,,,business,1,9,11,1,70,0
CUST_004148,Western Cape,2973.5047378839045,1148.7824618220475,1000.0,home_improvement,1,6,6,0,164,1
CUST_004119,Gauteng,7404.075090144551,564.8333144368023,5458.125497196298,business,0,4,10,2,32,0
CUST_004765,Western Cape,-14962.17771418174,3770.164012223173,6195.0054483569575,debt_consolidation,0,4,3,1,86,1
CUST_014542,Capetown,6794.873758634684,1813.6951880332247,2684.4779424421777,home_improvement,0,2,7,5,8,0
CUST_007056,Gauteng,6054.699973439705,1099.4035377804203,2764.4931489199585,car,0,10,6,0,36,1
CUST_008259,DBN,"R44,364",12306.670337129606,31051.851694305806,home_improvement,0,6,11,0,82,0
CUST_009621,Western Cape,3174.3043217936065,1347.376807074262,1800.0120597403873,debt_consolidation,0,2,8,1,26,0
CUST_005320,Cape Town,,,,debt_consolidation,1,5,6,4,146,1
CUST_000782,Capetown,14389.350118583485,-3553.1236425290936,10532.36825234244,home_improvement,0,3,7,0,87,0
CUST_013479,Western Cape,36042.22044576309,14525.304884143454,11183.982859466025,home_improvement,0,1,12,0,11,0
CUST_014193,Western Cape,"R35,342",9294.48267644886,10273.80876259256,car,0,4,8,0,17,0
CUST_000449,Western Cape,11710.203292061105,3880.8866312751748,5935.14876824098,debt_consolidation,0,6,2,0,19,0
CUST_013827,CPT,11585.902985030285,4199.060771029038,8398.35942717771,car,0,5,7,5,10,0
CUST_011677,Gauteng,14849.403955567152,3154.0701512310497,9955.82051970046,car,0,0,7,2,58,0
CUST_014871,Johburg,,,,car,1,3,10,2,20,0
CUST_003186,Western Cape,19290.168063188776,1606.7454176342171,16593.102418882387,education,0,4,12,0,248,0
CUST_004202,Johburg,14661.937688799557,2130.0369777676055,3146.963836357906,car,0,0,11,0,2,0
CUST_004335,Western Cape,8388.218459765278,3802.8411540360576,4568.834983128924,other,0,7,7,0,40,0
CUST_005922,Pretoria,19856.331373643432,9501.818421430464,18288.340099291934,car,0,6,9,0,81,0
CUST_007751,Joburg,,,,other,1,12,9,0,8,1
CUST_003551,Nelson Mandela Bay,,,,debt_consolidation,1,5,8,0,13,0
CUST_005401,Gauteng,9484.09369235438,185.2782195959904,3358.2726748990353,medical,1,9,9,0,10,0
CUST_006532,Pretoria,6342.780263041225,2351.482296203018,3091.1084861078025,business,0,4,9,0,31,0
CUST_013897,Western Cape,39217.04415191823,6440.173952989761,21882.113373736574,debt_consolidation,0,2,5,0,11,0
CUST_013073,Joburg,3053.9402322137735,1114.5459239395682,1755.283903047239,home_improvement,1,7,5,0,71,1
CUST_014183,Port Elizabeth,21702.737562054892,10426.452263145677,12562.044290786987,car,0,2,6,0,38,0
CUST_009453,JHB,24363.053559793992,8217.406792684456,16782.84122777805,other,0,4,6,3,133,0
